,_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
138,87194ad8effffff,49.0,1.0,1.0,0.0,23.0,38.0,2.0,19.0,12.0,5.0,13.0,75.0,237.0,27.0,13.0,103.0,2.0,5.0
139,87194ad90ffffff,83.0,4.0,0.0,0.0,57.0,76.0,16.0,53.0,63.0,15.0,37.0,235.0,528.0,39.0,18.0,167.0,15.0,14.0
140,87194ad91ffffff,61.0,2.0,26.0,0.0,57.0,79.0,6.0,51.0,29.0,27.0,28.0,127.0,419.0,46.0,36.0,141.0,6.0,22.0
141,87194ad92ffffff,46.0,1.0,11.0,0.0,18.0,14.0,1.0,3.0,6.0,2.0,1.0,52.0,205.0,11.0,18.0,98.0,7.0,4.0
142,87194ad93ffffff,69.0,1.0,12.0,0.0,17.0,37.0,2.0,8.0,22.0,1.0,5.0,60.0,207.0,11.0,19.0,105.0,0.0,9.0
143,87194ad94ffffff,66.0,7.0,0.0,0.0,24.0,32.0,4.0,11.0,16.0,7.0,13.0,65.0,175.0,34.0,11.0,96.0,2.0,10.0
144,87194ad95ffffff,65.0,1.0,28.0,0.0,25.0,45.0,1.0,12.0,13.0,13.0,14.0,98.0,246.0,31.0,26.0,156.0,2.0,13.0
145,87194ad96ffffff,74.0,2.0,0.0,0.0,32.0,36.0,5.0,22.0,25.0,4.0,5.0,98.0,240.0,24.0,12.0,116.0,5.0,11.0
146,87194ad98ffffff,18.0,0.0,9.0,0.0,2.0,0.0,2.0,8.0,1.0,3.0,6.0,3.0,12.0,4.0,26.0,22.0,0.0,3.0
147,87194ad99ffffff,63.0,1.0,10.0,0.0,37.0,77.0,6.0,37.0,24.0,24.0,23.0,93.0,346.0,29.0,11.0,120.0,4.0,9.0
148,87194ad9affffff,16.0,0.0,38.0,0.0,3.0,8.0,0.0,4.0,2.0,3.0,2.0,15.0,72.0,13.0,6.0,36.0,1.0,3.0
149,87194ad9bffffff,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0
150,87194ad9cffffff,54.0,1.0,28.0,0.0,31.0,49.0,5.0,24.0,6.0,10.0,13.0,76.0,262.0,38.0,27.0,120.0,5.0,13.0
151,87194ad9dffffff,118.0,5.0,24.0,0.0,59.0,104.0,14.0,82.0,79.0,36.0,70.0,401.0,749.0,67.0,27.0,213.0,21.0,30.0
152,87194ad9effffff,57.0,3.0,9.0,0.0,29.0,61.0,1.0,22.0,14.0,14.0,25.0,90.0,319.0,25.0,16.0,96.0,3.0,11.0
153,87194ada0ffffff,85.0,11.0,18.0,0.0,104.0,139.0,29.0,124.0,76.0,55.0,86.0,306.0,971.0,90.0,82.0,238.0,24.0,49.0
154,87194ada1ffffff,99.0,7.0,45.0,0.0,89.0,111.0,8.0,98.0,55.0,46.0,69.0,320.0,1096.0,107.0,39.0,193.0,5.0,22.0
155,87194ada2ffffff,66.0,6.0,10.0,0.0,56.0,70.0,11.0,71.0,26.0,23.0,39.0,185.0,450.0,67.0,51.0,169.0,4.0,16.0
156,87194ada3ffffff,60.0,2.0,17.0,0.0,30.0,67.0,2.0,54.0,22.0,20.0,33.0,181.0,347.0,59.0,48.0,135.0,4.0,20.0
157,87194ada4ffffff,94.0,26.0,0.0,0.0,100.0,160.0,43.0,175.0,89.0,62.0,137.0,883.0,1079.0,110.0,141.0,271.0,30.0,50.0
158,87194ada5ffffff,116.0,19.0,6.0,0.0,89.0,203.0,131.0,234.0,63.0,79.0,101.0,451.0,1125.0,90.0,155.0,248.0,29.0,45.0
159,87194ada6ffffff,96.0,12.0,0.0,0.0,65.0,104.0,10.0,89.0,71.0,29.0,49.0,301.0,600.0,74.0,77.0,232.0,8.0,21.0
160,87194ada8ffffff,65.0,4.0,1.0,0.0,41.0,58.0,1.0,35.0,39.0,10.0,29.0,143.0,451.0,39.0,37.0,158.0,4.0,12.0
161,87194ada9ffffff,79.0,6.0,1.0,0.0,40.0,79.0,6.0,67.0,64.0,23.0,31.0,250.0,550.0,44.0,22.0,183.0,8.0,14.0
162,87194adaaffffff,37.0,0.0,2.0,0.0,12.0,35.0,1.0,16.0,1.0,7.0,8.0,63.0,153.0,30.0,39.0,81.0,1.0,9.0
163,87194adabffffff,71.0,10.0,3.0,0.0,78.0,98.0,14.0,63.0,43.0,25.0,35.0,217.0,750.0,71.0,21.0,193.0,15.0,22.0
164,87194adacffffff,86.0,2.0,2.0,0.0,52.0,85.0,4.0,80.0,30.0,38.0,41.0,223.0,446.0,57.0,42.0,181.0,6.0,14.0
165,87194adadffffff,53.0,11.0,0.0,0.0,63.0,100.0,5.0,102.0,67.0,40.0,49.0,273.0,504.0,52.0,25.0,190.0,6.0,17.0
166,87194adaeffffff,80.0,6.0,0.0,0.0,54.0,72.0,1.0,31.0,34.0,18.0,28.0,134.0,469.0,53.0,36.0,192.0,10.0,13.0
167,87194adb0ffffff,52.0,4.0,0.0,0.0,52.0,86.0,10.0,85.0,38.0,21.0,45.0,185.0,494.0,44.0,25.0,153.0,10.0,19.0
168,87194adb1ffffff,61.0,10.0,30.0,0.0,43.0,43.0,4.0,23.0,16.0,22.0,23.0,96.0,308.0,36.0,48.0,173.0,6.0,14.0
169,87194adb2ffffff,30.0,3.0,16.0,0.0,24.0,51.0,2.0,14.0,18.0,13.0,14.0,78.0,240.0,20.0,15.0,100.0,1.0,9.0
170,87194adb3ffffff,61.0,2.0,37.0,0.0,31.0,34.0,5.0,20.0,19.0,20.0,15.0,85.0,328.0,23.0,30.0,134.0,6.0,7.0
171,87194adb4ffffff,62.0,15.0,0.0,0.0,42.0,56.0,10.0,36.0,24.0,16.0,21.0,105.0,373.0,36.0,15.0,171.0,1.0,15.0
172,87194adb5ffffff,73.0,9.0,1.0,0.0,60.0,98.0,5.0,59.0,45.0,27.0,44.0,185.0,634.0,62.0,38.0,187.0,5.0,23.0
173,87194adb6ffffff,83.0,3.0,0.0,0.0,60.0,79.0,10.0,40.0,42.0,15.0,23.0,141.0,391.0,46.0,19.0,175.0,7.0,15.0
174,87194e600ffffff,13.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,13.0,33.0,3.0,2.0,28.0,0.0,1.0
175,87194e601ffffff,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,1.0,1.0,0.0,0.0
176,87194e602ffffff,97.0,1.0,1.0,0.0,21.0,63.0,1.0,7.0,19.0,3.0,12.0,112.0,263.0,17.0,11.0,139.0,3.0,9.0
177,87194e603ffffff,15.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,36.0,6.0,3.0,34.0,0.0,1.0
178,87194e604ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
179,87194e606ffffff,8.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,5.0,23.0,0.0,0.0
180,87194e608ffffff,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,18.0,0.0,3.0,29.0,0.0,0.0
181,87194e609ffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
182,87194e60affffff,19.0,0.0,3.0,0.0,7.0,17.0,0.0,16.0,19.0,2.0,9.0,46.0,108.0,16.0,7.0,54.0,0.0,5.0
183,87194e60bffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
184,87194e60cffffff,4.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,2.0,1.0,11.0,0.0,0.0
185,87194e60dffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0
186,87194e60effffff,36.0,0.0,0.0,0.0,17.0,13.0,1.0,6.0,3.0,3.0,4.0,27.0,87.0,11.0,6.0,75.0,0.0,1.0
187,87194e610ffffff,19.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,21.0,3.0,3.0,19.0,0.0,2.0
188,87194e611ffffff,21.0,0.0,1.0,0.0,8.0,12.0,0.0,0.0,3.0,0.0,2.0,16.0,51.0,11.0,8.0,40.0,1.0,1.0
189,87194e612ffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,3.0,11.0,0.0,0.0
190,87194e613ffffff,62.0,0.0,0.0,0.0,26.0,24.0,1.0,6.0,23.0,4.0,10.0,63.0,196.0,14.0,10.0,96.0,1.0,2.0
191,87194e614ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,87194e615ffffff,22.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,7.0,31.0,13.0,1.0,22.0,1.0,0.0
193,87194e616ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,87194e618ffffff,34.0,0.0,3.0,0.0,29.0,47.0,2.0,20.0,19.0,7.0,9.0,75.0,230.0,23.0,13.0,100.0,6.0,9.0
195,87194e619ffffff,15.0,2.0,0.0,0.0,12.0,11.0,1.0,3.0,6.0,1.0,6.0,19.0,76.0,6.0,14.0,38.0,0.0,2.0
196,87194e61affffff,49.0,1.0,1.0,1.0,12.0,16.0,2.0,5.0,9.0,2.0,3.0,32.0,132.0,16.0,19.0,72.0,5.0,2.0
197,87194e61bffffff,36.0,2.0,1.0,0.0,27.0,29.0,0.0,7.0,25.0,0.0,9.0,53.0,137.0,16.0,12.0,78.0,1.0,6.0
198,87194e61cffffff,49.0,1.0,0.0,0.0,24.0,32.0,2.0,11.0,24.0,6.0,12.0,83.0,271.0,24.0,10.0,110.0,3.0,6.0
199,87194e61dffffff,48.0,7.0,1.0,0.0,16.0,45.0,4.0,29.0,28.0,12.0,20.0,82.0,242.0,14.0,6.0,96.0,7.0,11.0
200,87194e61effffff,90.0,4.0,4.0,0.0,54.0,78.0,9.0,45.0,68.0,17.0,55.0,293.0,601.0,59.0,25.0,182.0,17.0,20.0
201,87194e633ffffff,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
202,87194e672ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,87194e680ffffff,56.0,4.0,5.0,0.0,48.0,70.0,2.0,31.0,24.0,8.0,17.0,111.0,410.0,21.0,11.0,154.0,5.0,13.0
204,87194e681ffffff,54.0,13.0,3.0,0.0,30.0,51.0,5.0,27.0,39.0,10.0,12.0,80.0,265.0,27.0,16.0,103.0,5.0,11.0
205,87194e682ffffff,83.0,1.0,0.0,0.0,26.0,46.0,5.0,15.0,18.0,6.0,16.0,84.0,218.0,27.0,39.0,121.0,5.0,11.0
206,87194e683ffffff,68.0,8.0,1.0,0.0,37.0,62.0,4.0,40.0,20.0,12.0,25.0,100.0,289.0,42.0,18.0,119.0,10.0,10.0
207,87194e684ffffff,32.0,8.0,0.0,0.0,8.0,33.0,2.0,16.0,23.0,4.0,7.0,71.0,172.0,20.0,11.0,73.0,1.0,9.0
208,87194e685ffffff,37.0,0.0,0.0,0.0,19.0,29.0,0.0,3.0,19.0,2.0,6.0,53.0,151.0,19.0,10.0,74.0,4.0,2.0
209,87194e686ffffff,52.0,1.0,3.0,0.0,38.0,47.0,1.0,20.0,28.0,9.0,20.0,63.0,273.0,21.0,17.0,113.0,1.0,9.0
210,87194e688ffffff,78.0,5.0,14.0,0.0,54.0,64.0,8.0,51.0,69.0,7.0,26.0,299.0,537.0,40.0,17.0,190.0,22.0,14.0
211,87194e689ffffff,30.0,0.0,17.0,0.0,6.0,9.0,2.0,6.0,16.0,0.0,9.0,79.0,106.0,7.0,24.0,149.0,8.0,2.0
212,87194e68affffff,98.0,8.0,0.0,0.0,62.0,98.0,6.0,48.0,115.0,12.0,42.0,569.0,685.0,46.0,22.0,204.0,8.0,16.0
213,87194e68bffffff,69.0,3.0,1.0,0.0,30.0,34.0,1.0,6.0,17.0,0.0,3.0,75.0,169.0,22.0,23.0,133.0,5.0,10.0
214,87194e68cffffff,71.0,2.0,5.0,0.0,84.0,92.0,22.0,55.0,80.0,13.0,37.0,426.0,735.0,50.0,21.0,178.0,29.0,28.0
215,87194e68dffffff,71.0,7.0,15.0,0.0,36.0,57.0,5.0,21.0,53.0,7.0,24.0,175.0,345.0,36.0,24.0,131.0,11.0,12.0
216,87194e68effffff,40.0,2.0,0.0,0.0,30.0,34.0,3.0,17.0,41.0,8.0,22.0,169.0,285.0,15.0,17.0,125.0,1.0,11.0
217,87194e690ffffff,43.0,4.0,11.0,0.0,30.0,18.0,5.0,7.0,22.0,7.0,16.0,151.0,288.0,27.0,26.0,150.0,4.0,10.0
218,87194e691ffffff,96.0,13.0,5.0,0.0,51.0,75.0,3.0,58.0,86.0,17.0,70.0,330.0,550.0,49.0,43.0,161.0,6.0,24.0
219,87194e692ffffff,92.0,1.0,0.0,0.0,39.0,46.0,5.0,24.0,49.0,11.0,18.0,144.0,345.0,30.0,29.0,151.0,8.0,21.0
220,87194e693ffffff,89.0,14.0,18.0,0.0,58.0,47.0,4.0,38.0,61.0,17.0,42.0,290.0,502.0,53.0,33.0,148.0,12.0,18.0
221,87194e694ffffff,38.0,0.0,11.0,0.0,24.0,7.0,4.0,8.0,19.0,0.0,5.0,62.0,159.0,16.0,7.0,106.0,3.0,7.0
222,87194e695ffffff,54.0,2.0,5.0,0.0,31.0,45.0,2.0,12.0,34.0,7.0,21.0,132.0,256.0,40.0,18.0,131.0,1.0,8.0
223,87194e696ffffff,74.0,4.0,4.0,0.0,39.0,52.0,4.0,18.0,35.0,8.0,25.0,162.0,296.0,31.0,27.0,123.0,4.0,29.0
224,87194e698ffffff,64.0,5.0,8.0,0.0,24.0,32.0,2.0,16.0,22.0,18.0,17.0,98.0,171.0,30.0,34.0,100.0,1.0,13.0
225,87194e699ffffff,74.0,15.0,15.0,0.0,53.0,59.0,18.0,84.0,76.0,30.0,53.0,348.0,510.0,50.0,47.0,186.0,12.0,23.0
226,87194e69affffff,147.0,5.0,0.0,0.0,73.0,114.0,11.0,77.0,86.0,52.0,61.0,314.0,611.0,74.0,87.0,230.0,7.0,34.0
227,87194e69bffffff,86.0,5.0,26.0,0.0,59.0,59.0,11.0,36.0,58.0,27.0,43.0,206.0,398.0,37.0,69.0,174.0,13.0,16.0
228,87194e69cffffff,72.0,2.0,0.0,0.0,70.0,70.0,5.0,65.0,81.0,20.0,53.0,302.0,609.0,46.0,32.0,186.0,12.0,25.0
229,87194e69dffffff,83.0,6.0,0.0,0.0,62.0,73.0,3.0,44.0,72.0,23.0,30.0,221.0,569.0,33.0,45.0,185.0,9.0,16.0
230,87194e69effffff,33.0,2.0,19.0,0.0,18.0,15.0,2.0,6.0,9.0,4.0,9.0,72.0,187.0,25.0,28.0,120.0,0.0,7.0
231,87194e6a1ffffff,47.0,0.0,0.0,0.0,15.0,15.0,1.0,0.0,4.0,0.0,1.0,43.0,155.0,11.0,7.0,73.0,4.0,3.0
232,87194e6a3ffffff,10.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,4.0,39.0,4.0,1.0,15.0,0.0,0.0
233,87194e6a5ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,87194e6a8ffffff,48.0,0.0,1.0,0.0,38.0,37.0,1.0,12.0,18.0,2.0,7.0,83.0,178.0,25.0,9.0,102.0,2.0,9.0
235,87194e6a9ffffff,68.0,1.0,0.0,0.0,21.0,33.0,1.0,7.0,45.0,3.0,16.0,109.0,259.0,17.0,8.0,160.0,2.0,11.0
236,87194e6aaffffff,49.0,4.0,2.0,0.0,40.0,46.0,2.0,4.0,12.0,2.0,7.0,81.0,255.0,12.0,9.0,122.0,4.0,9.0
237,87194e6abffffff,58.0,2.0,5.0,0.0,33.0,59.0,3.0,31.0,66.0,6.0,21.0,182.0,424.0,29.0,11.0,118.0,6.0,7.0
238,87194e6acffffff,17.0,0.0,0.0,0.0,6.0,4.0,1.0,1.0,3.0,1.0,0.0,11.0,30.0,9.0,1.0,25.0,0.0,2.0
239,87194e6adffffff,33.0,0.0,1.0,0.0,16.0,27.0,1.0,9.0,15.0,2.0,2.0,47.0,158.0,9.0,2.0,77.0,2.0,3.0
240,87194e6aeffffff,27.0,5.0,4.0,0.0,18.0,12.0,2.0,12.0,10.0,1.0,7.0,55.0,124.0,24.0,5.0,46.0,1.0,6.0
241,87194e6b0ffffff,14.0,0.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,1.0,1.0,14.0,0.0,1.0
242,87194e6b1ffffff,28.0,2.0,0.0,0.0,12.0,8.0,2.0,19.0,0.0,5.0,5.0,19.0,81.0,9.0,6.0,36.0,2.0,4.0
243,87194e6b2ffffff,30.0,2.0,12.0,0.0,10.0,6.0,0.0,1.0,7.0,0.0,8.0,47.0,132.0,9.0,11.0,92.0,3.0,4.0
244,87194e6b3ffffff,62.0,0.0,1.0,0.0,27.0,39.0,1.0,15.0,22.0,5.0,15.0,66.0,230.0,15.0,20.0,95.0,7.0,4.0
245,87194e6b5ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,87194e6b6ffffff,25.0,1.0,12.0,0.0,11.0,5.0,1.0,1.0,9.0,3.0,3.0,37.0,132.0,8.0,10.0,96.0,4.0,2.0
247,87194e6c0ffffff,64.0,1.0,0.0,0.0,22.0,20.0,0.0,3.0,22.0,3.0,5.0,58.0,218.0,21.0,9.0,108.0,4.0,8.0
248,87194e6c1ffffff,18.0,0.0,5.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,34.0,90.0,3.0,6.0,49.0,1.0,2.0
249,87194e6c2ffffff,78.0,4.0,0.0,0.0,25.0,43.0,0.0,20.0,34.0,11.0,13.0,140.0,301.0,19.0,10.0,110.0,9.0,9.0
250,87194e6c3ffffff,47.0,1.0,7.0,0.0,18.0,20.0,3.0,14.0,21.0,10.0,10.0,72.0,185.0,23.0,14.0,94.0,5.0,10.0
251,87194e6c4ffffff,19.0,1.0,13.0,1.0,10.0,12.0,1.0,4.0,11.0,1.0,4.0,32.0,80.0,7.0,9.0,31.0,4.0,6.0
252,87194e6c5ffffff,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,36.0,3.0,4.0,15.0,0.0,1.0
253,87194e6c6ffffff,69.0,1.0,0.0,0.0,25.0,29.0,1.0,4.0,30.0,11.0,13.0,78.0,215.0,21.0,14.0,141.0,4.0,6.0
254,87194e6ceffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,87194e6d0ffffff,83.0,2.0,0.0,0.0,35.0,37.0,2.0,24.0,49.0,7.0,14.0,127.0,323.0,34.0,15.0,139.0,4.0,9.0
256,87194e6d1ffffff,60.0,1.0,0.0,0.0,31.0,40.0,1.0,26.0,37.0,13.0,19.0,124.0,305.0,20.0,16.0,110.0,0.0,10.0
257,87194e6d2ffffff,84.0,3.0,0.0,0.0,53.0,65.0,2.0,21.0,35.0,15.0,17.0,101.0,260.0,31.0,33.0,146.0,11.0,14.0
258,87194e6d3ffffff,50.0,1.0,0.0,0.0,9.0,12.0,0.0,2.0,10.0,5.0,5.0,19.0,71.0,6.0,9.0,76.0,1.0,6.0
259,87194e6d4ffffff,60.0,0.0,3.0,0.0,19.0,24.0,1.0,1.0,10.0,2.0,3.0,42.0,96.0,15.0,12.0,99.0,6.0,5.0
260,87194e6d5ffffff,71.0,1.0,0.0,0.0,22.0,26.0,4.0,4.0,8.0,1.0,4.0,27.0,114.0,15.0,14.0,76.0,1.0,2.0
261,87194e6d6ffffff,68.0,3.0,42.0,1.0,23.0,21.0,2.0,17.0,26.0,12.0,20.0,108.0,216.0,31.0,21.0,102.0,7.0,7.0
262,87194e6d8ffffff,36.0,1.0,0.0,0.0,29.0,18.0,0.0,3.0,7.0,2.0,1.0,17.0,109.0,12.0,8.0,75.0,1.0,5.0
263,87194e6d9ffffff,13.0,0.0,0.0,0.0,2.0,3.0,2.0,4.0,2.0,0.0,0.0,10.0,23.0,2.0,1.0,17.0,1.0,1.0
264,87194e6daffffff,62.0,1.0,2.0,0.0,21.0,50.0,3.0,31.0,14.0,8.0,19.0,83.0,272.0,32.0,7.0,120.0,2.0,10.0
265,87194e6dbffffff,47.0,0.0,6.0,0.0,13.0,24.0,1.0,5.0,15.0,2.0,10.0,59.0,149.0,19.0,14.0,83.0,2.0,8.0
266,87194e6dcffffff,63.0,0.0,4.0,0.0,14.0,44.0,6.0,35.0,16.0,13.0,10.0,67.0,243.0,20.0,12.0,114.0,4.0,5.0
267,87194e6ddffffff,18.0,1.0,5.0,0.0,3.0,17.0,0.0,7.0,3.0,6.0,6.0,32.0,90.0,13.0,3.0,37.0,1.0,4.0
268,87194e6deffffff,57.0,0.0,3.0,0.0,26.0,38.0,0.0,14.0,22.0,10.0,11.0,73.0,233.0,16.0,9.0,106.0,1.0,3.0
269,87194e6e0ffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,20.0,3.0,1.0,22.0,1.0,0.0
270,87194e6e2ffffff,10.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,5.0,0.0,0.0,3.0,23.0,3.0,2.0,35.0,0.0,0.0
271,87194e6e3ffffff,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,5.0,0.0,0.0
272,87194e6e4ffffff,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,4.0,14.0,0.0,0.0
273,87194e6e5ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
274,87194e6e6ffffff,16.0,0.0,1.0,0.0,5.0,9.0,1.0,0.0,5.0,1.0,3.0,14.0,52.0,8.0,7.0,43.0,0.0,2.0
275,87194e6f0ffffff,25.0,3.0,13.0,0.0,6.0,7.0,1.0,7.0,9.0,2.0,1.0,33.0,93.0,6.0,2.0,122.0,0.0,5.0
